pid,process_type,priority,arrival_time,cpu_burst,io_frequency,memory_mb,num_threads
1301,interactive,2,176,1,0.54,444,4
1302,cpu_bound,16,176,39,0.06,1136,8
1303,cpu_bound,17,176,28,0.14,1190,13
1304,mixed,5,176,10,0.34,638,4
1305,cpu_bound,11,176,30,0.18,572,9
1306,mixed,14,177,8,0.32,801,6
1307,cpu_bound,11,177,43,0.07,1264,8
1308,mixed,6,177,14,0.42,314,5
1309,cpu_bound,16,177,20,0.15,798,15
1310,interactive,5,178,2,0.42,253,2
1311,mixed,12,178,6,0.34,783,2
1312,interactive,3,178,2,0.53,395,1
1313,interactive,2,178,2,0.52,466,3
1314,cpu_bound,11,179,32,0.18,1843,9
1315,io_bound,9,179,3,0.77,184,2
1316,cpu_bound,15,179,47,0.16,1498,14
1317,cpu_bound,16,179,49,0.15,1588,13
1318,io_bound,4,179,1,0.85,180,2
1319,cpu_bound,14,179,28,0.19,1043,13
1320,cpu_bound,15,180,19,0.11,647,7
1321,cpu_bound,11,180,45,0.14,1550,10
1322,io_bound,5,180,2,0.7,183,3
1323,interactive,2,180,3,0.51,425,4
1324,mixed,14,180,10,0.49,210,6
1325,interactive,4,180,5,0.79,338,4
1326,cpu_bound,13,181,35,0.19,1345,15
1327,io_bound,4,181,9,0.84,55,1
1328,interactive,2,182,1,0.79,473,2
1329,mixed,5,182,3,0.46,409,6
1330,cpu_bound,13,182,22,0.19,1420,16
1331,cpu_bound,19,182,38,0.16,754,14
1332,io_bound,5,182,6,0.83,133,3
1333,interactive,5,182,1,0.59,355,1
1334,io_bound,10,182,9,0.86,82,1
1335,mixed,6,183,14,0.39,289,5
1336,mixed,10,183,18,0.53,206,6
1337,mixed,12,183,15,0.54,926,2
1338,mixed,9,183,28,0.56,560,8
1339,io_bound,10,183,4,0.79,150,3
1340,io_bound,1,184,5,0.67,154,2
1341,cpu_bound,18,184,29,0.06,517,10
1342,cpu_bound,20,184,36,0.19,1360,6
1343,cpu_bound,20,185,43,0.11,1440,5
1344,cpu_bound,12,185,35,0.07,1577,11
1345,io_bound,3,186,3,0.65,173,4
1346,io_bound,3,186,1,0.86,149,3
1347,mixed,13,187,11,0.44,690,2
1348,interactive,2,188,1,0.4,426,3
1349,mixed,5,189,12,0.39,977,5
1350,mixed,5,189,19,0.42,467,7
1351,cpu_bound,19,189,47,0.13,1846,5
1352,cpu_bound,20,189,43,0.19,1593,14
1353,mixed,12,190,11,0.43,133,2
1354,interactive,2,190,4,0.41,66,2
1355,mixed,14,190,9,0.5,983,3
1356,cpu_bound,16,190,30,0.15,1496,4
1357,io_bound,5,190,6,0.84,39,1
1358,mixed,14,191,9,0.47,543,6
1359,io_bound,3,191,1,0.84,52,3
1360,mixed,5,191,20,0.44,480,2
1361,cpu_bound,13,191,48,0.14,1180,12
1362,cpu_bound,13,192,33,0.13,1992,4
1363,mixed,13,192,24,0.45,714,2
1364,mixed,15,193,6,0.33,984,2
1365,interactive,2,193,2,0.65,322,3
1366,cpu_bound,14,193,19,0.11,1427,9
1367,mixed,11,194,14,0.33,358,7
1368,mixed,14,194,21,0.4,302,6
1369,interactive,1,194,4,0.46,151,3
1370,interactive,2,195,5,0.72,268,3
1371,cpu_bound,17,195,31,0.1,1064,5
1372,io_bound,9,195,2,0.94,256,3
1373,io_bound,6,195,1,0.95,69,2
1374,io_bound,5,195,3,0.73,40,1
1375,cpu_bound,17,196,24,0.09,1051,12
1376,cpu_bound,16,196,33,0.1,1873,7
1377,interactive,5,196,2,0.84,162,4
1378,io_bound,7,196,2,0.66,159,4
1379,interactive,4,196,1,0.78,194,1
1380,mixed,10,197,12,0.49,535,7
1381,io_bound,3,197,6,0.9,174,1
1382,mixed,11,197,15,0.45,268,3
1383,mixed,11,197,15,0.45,673,8
1384,cpu_bound,19,197,26,0.1,974,7
1385,io_bound,3,197,8,0.93,77,4
1386,cpu_bound,10,197,17,0.13,1656,14
1387,mixed,5,198,15,0.47,684,6
1388,io_bound,6,198,1,0.7,52,4
1389,io_bound,2,198,4,0.88,190,4
1390,io_bound,8,198,1,0.67,192,1
1391,io_bound,5,198,2,0.82,208,3
1392,mixed,6,199,21,0.44,546,4
1393,mixed,10,199,22,0.57,354,7
1394,io_bound,2,199,1,0.78,82,1
1395,cpu_bound,12,199,45,0.08,1516,15
1396,io_bound,7,199,2,0.76,209,4
1397,cpu_bound,12,199,49,0.16,1298,16
1398,interactive,2,199,1,0.59,235,3
1399,mixed,8,199,9,0.45,712,7
1400,mixed,14,200,9,0.41,415,6
1401,mixed,6,201,11,0.56,794,8
1402,cpu_bound,18,201,43,0.2,632,12
1403,mixed,5,201,28,0.55,508,6
1404,mixed,7,201,15,0.38,845,3
1405,mixed,8,201,26,0.33,1005,6
1406,cpu_bound,17,201,44,0.05,1633,9
1407,interactive,1,201,4,0.59,389,1
1408,io_bound,9,201,3,0.92,198,3
1409,cpu_bound,17,202,18,0.15,1656,13
1410,io_bound,2,202,2,0.78,192,4
1411,mixed,9,203,14,0.45,673,7
1412,cpu_bound,14,203,37,0.12,1991,9
1413,mixed,9,203,19,0.5,409,2
1414,cpu_bound,17,203,32,0.19,1726,11
1415,cpu_bound,12,204,46,0.2,1618,8
1416,io_bound,9,204,7,0.73,156,3
1417,io_bound,7,204,7,0.77,194,1
1418,cpu_bound,13,205,26,0.2,1698,15
1419,cpu_bound,17,205,34,0.18,709,11
1420,io_bound,5,205,2,0.92,156,4
1421,mixed,6,206,23,0.3,264,8
1422,io_bound,4,207,6,0.85,96,3
1423,io_bound,9,207,3,0.83,35,2
1424,io_bound,1,207,7,0.92,230,4
1425,mixed,13,208,9,0.43,848,4
1426,interactive,1,208,1,0.58,257,4
1427,io_bound,8,208,10,0.92,252,1
1428,mixed,6,208,15,0.37,639,2
1429,cpu_bound,11,208,16,0.12,566,6
1430,io_bound,3,208,5,0.71,139,4
1431,cpu_bound,14,209,33,0.11,1503,16
1432,cpu_bound,16,209,36,0.08,951,6
1433,io_bound,10,209,3,0.8,112,3
1434,io_bound,6,209,3,0.95,143,4
1435,mixed,14,209,19,0.45,318,8
1436,mixed,9,210,22,0.55,609,2
1437,interactive,5,210,1,0.73,234,3
1438,mixed,12,210,25,0.34,414,7
1439,io_bound,10,211,1,0.7,147,3
1440,interactive,4,211,1,0.81,395,2
1441,cpu_bound,20,211,40,0.09,1559,15
1442,io_bound,3,212,4,0.73,243,4
1443,mixed,5,212,15,0.36,184,7
1444,interactive,1,212,2,0.84,207,1
1445,io_bound,7,212,1,0.71,157,3
1446,io_bound,4,212,1,0.67,209,3
1447,cpu_bound,19,213,50,0.07,1861,13
1448,mixed,6,213,24,0.47,495,4
1449,interactive,1,214,3,0.64,297,1
1450,mixed,10,214,20,0.44,701,8
1451,io_bound,10,214,7,0.84,85,2
1452,io_bound,8,214,3,0.79,199,4
1453,mixed,9,214,22,0.55,825,5
1454,mixed,13,214,21,0.45,325,8
1455,cpu_bound,12,214,34,0.16,1128,9
1456,cpu_bound,18,214,29,0.15,939,15
1457,mixed,9,215,13,0.33,154,4
1458,cpu_bound,19,215,20,0.19,686,7
1459,io_bound,9,215,2,0.68,241,1
1460,io_bound,7,215,3,0.79,51,1
1461,mixed,15,215,21,0.5,924,5
1462,mixed,14,215,13,0.41,259,7
1463,mixed,6,215,8,0.54,234,2
1464,io_bound,1,215,5,0.89,159,1
1465,interactive,1,215,3,0.74,378,3
1466,io_bound,10,215,1,0.94,193,4
1467,io_bound,9,216,1,0.71,127,1
1468,mixed,8,216,15,0.34,173,2
1469,interactive,2,216,1,0.55,121,2
1470,io_bound,1,217,4,0.74,236,4
1471,io_bound,9,217,2,0.71,99,1
1472,mixed,9,217,25,0.3,434,4
1473,cpu_bound,11,217,42,0.1,2023,10
1474,mixed,9,217,21,0.51,269,6
1475,cpu_bound,16,218,31,0.11,733,11
1476,io_bound,7,218,5,0.87,120,1
1477,mixed,8,218,22,0.52,414,3
1478,io_bound,9,218,7,0.74,197,3
1479,io_bound,6,219,7,0.94,207,4
1480,interactive,3,219,1,0.67,244,1
1481,cpu_bound,15,219,27,0.12,1769,13
1482,mixed,6,220,19,0.4,878,7
1483,mixed,15,220,5,0.56,872,3
1484,io_bound,6,220,1,0.94,83,3
1485,mixed,11,220,7,0.31,154,3
1486,mixed,9,221,25,0.31,537,5
1487,io_bound,9,221,1,0.85,254,1
1488,cpu_bound,16,221,32,0.2,1782,12
1489,interactive,1,221,4,0.46,328,3
1490,mixed,12,223,16,0.43,819,3
1491,mixed,9,223,16,0.47,189,6
1492,cpu_bound,18,223,41,0.08,988,4
1493,interactive,4,223,1,0.78,97,3
1494,io_bound,10,223,5,0.87,47,2
1495,mixed,6,223,14,0.55,631,5
1496,cpu_bound,16,224,24,0.08,1293,9
1497,io_bound,6,224,5,0.71,140,2
1498,io_bound,7,224,7,0.86,135,3
1499,cpu_bound,12,225,46,0.13,1473,11
1500,cpu_bound,17,225,43,0.15,1323,11
1501,io_bound,5,225,1,0.77,79,2
1502,io_bound,6,226,6,0.68,176,2
1503,mixed,13,226,15,0.37,328,2
1504,mixed,5,226,8,0.47,947,4
1505,mixed,6,226,19,0.47,448,5
1506,mixed,6,226,15,0.37,633,4
1507,io_bound,4,226,3,0.9,50,2
1508,cpu_bound,19,227,26,0.07,1971,10
1509,io_bound,4,227,1,0.7,58,1
1510,mixed,12,227,20,0.31,588,6
1511,io_bound,6,227,3,0.9,124,4
1512,io_bound,4,227,6,0.71,73,4
1513,interactive,5,227,4,0.49,354,2
1514,interactive,5,227,2,0.74,356,2
1515,cpu_bound,18,228,42,0.06,1376,4
1516,cpu_bound,19,228,32,0.18,925,11
1517,interactive,4,228,4,0.54,480,3
1518,cpu_bound,20,228,26,0.13,1443,4
1519,mixed,12,228,8,0.32,141,7
1520,mixed,8,229,8,0.45,510,2
1521,mixed,7,229,9,0.33,588,5
1522,interactive,5,229,4,0.62,437,4
1523,mixed,13,230,13,0.3,798,3
1524,cpu_bound,19,230,38,0.08,617,14
1525,cpu_bound,18,231,35,0.09,1237,8
1526,mixed,10,231,21,0.41,698,8
1527,cpu_bound,16,231,37,0.18,1281,7
1528,interactive,4,231,1,0.64,66,4
1529,mixed,6,231,15,0.37,182,2
1530,mixed,5,231,20,0.4,383,3
1531,cpu_bound,19,231,31,0.16,859,6
1532,interactive,2,232,4,0.6,281,4
1533,io_bound,4,232,1,0.81,140,4
1534,interactive,4,232,1,0.77,302,4
1535,interactive,3,233,4,0.5,319,4
1536,mixed,6,233,18,0.47,684,5
1537,mixed,6,233,18,0.37,247,3
1538,mixed,11,233,11,0.5,382,5
1539,interactive,5,233,4,0.51,84,3
1540,interactive,3,233,5,0.45,76,4
1541,interactive,2,233,2,0.73,426,4
1542,io_bound,5,233,2,0.71,43,4
1543,mixed,5,233,12,0.53,271,3
1544,mixed,15,234,19,0.32,492,7
1545,cpu_bound,18,234,33,0.07,1148,4
1546,mixed,8,234,13,0.36,899,7
1547,io_bound,6,234,1,0.89,50,2
1548,cpu_bound,11,235,47,0.12,1972,11
1549,io_bound,7,235,4,0.71,49,2
1550,mixed,7,235,4,0.36,981,4
1551,cpu_bound,10,235,27,0.07,824,15
1552,io_bound,6,235,7,0.81,203,4
1553,io_bound,5,235,8,0.65,72,3
1554,interactive,5,235,1,0.47,148,4
1555,mixed,7,235,20,0.55,1005,2
1556,io_bound,6,236,5,0.94,149,3
1557,cpu_bound,20,236,20,0.15,1185,9
1558,cpu_bound,18,236,19,0.18,1159,6
1559,cpu_bound,14,236,39,0.08,1321,9
1560,mixed,7,237,16,0.33,648,5
1561,mixed,6,237,27,0.46,845,6
1562,cpu_bound,20,237,24,0.13,584,11
1563,cpu_bound,16,237,23,0.05,1727,6
1564,mixed,9,238,7,0.37,836,3
1565,cpu_bound,14,238,39,0.08,883,14
1566,io_bound,10,238,2,0.81,32,4
1567,mixed,5,238,21,0.39,170,4
1568,cpu_bound,19,238,34,0.15,1485,12
1569,mixed,6,238,21,0.54,712,4
1570,cpu_bound,13,239,33,0.18,1241,6
1571,cpu_bound,18,239,25,0.14,1413,10
1572,cpu_bound,18,240,28,0.07,1441,9
1573,io_bound,2,240,3,0.79,237,2
1574,io_bound,4,240,5,0.95,192,2
1575,io_bound,2,241,4,0.8,193,2
1576,io_bound,2,241,5,0.81,196,1
1577,mixed,8,241,25,0.37,593,6
1578,mixed,5,242,8,0.48,142,4
1579,io_bound,10,242,5,0.88,165,3
1580,mixed,5,242,15,0.5,591,4
1581,cpu_bound,20,242,37,0.18,1794,4
1582,io_bound,5,243,7,0.66,105,3
1583,mixed,8,244,10,0.36,677,5
1584,interactive,1,244,2,0.44,265,4
1585,io_bound,9,244,1,0.79,249,2
1586,cpu_bound,10,244,23,0.11,620,14
1587,mixed,7,244,13,0.44,757,6
1588,mixed,9,244,19,0.33,266,2
1589,mixed,8,244,18,0.51,269,8
1590,interactive,4,244,2,0.63,120,3
1591,io_bound,9,245,6,0.83,53,1
1592,cpu_bound,19,245,42,0.06,791,5
1593,mixed,14,245,15,0.6,132,6
1594,mixed,8,245,5,0.38,682,2
1595,mixed,8,245,23,0.39,540,3
1596,interactive,1,245,5,0.72,247,1
1597,cpu_bound,11,246,39,0.07,2007,6
1598,cpu_bound,16,246,44,0.18,1803,15
1599,cpu_bound,11,246,43,0.06,1380,11
1600,io_bound,6,247,8,0.71,185,3
1601,mixed,11,248,14,0.44,361,5
1602,io_bound,1,248,1,0.95,219,1
1603,io_bound,9,248,3,0.71,103,1
1604,interactive,3,249,4,0.75,149,1
1605,cpu_bound,12,249,44,0.15,1898,6
1606,io_bound,9,249,2,0.71,68,3
1607,cpu_bound,17,249,26,0.08,570,11
1608,cpu_bound,13,249,29,0.2,1680,8
1609,io_bound,9,250,6,0.69,139,4
1610,io_bound,10,250,3,0.67,193,3
1611,io_bound,9,250,4,0.75,104,4
1612,mixed,15,250,19,0.37,431,4
1613,mixed,10,250,8,0.41,401,6
1614,io_bound,3,251,2,0.71,149,1
1615,io_bound,10,251,3,0.72,106,2
1616,cpu_bound,14,251,19,0.11,1679,10
1617,cpu_bound,14,251,26,0.05,1805,16
1618,mixed,9,251,11,0.32,850,4
1619,interactive,4,252,3,0.55,467,3
1620,io_bound,2,252,5,0.76,233,2
1621,io_bound,2,252,1,0.73,71,1
1622,mixed,6,252,11,0.54,843,5
1623,mixed,7,252,6,0.36,523,4
1624,io_bound,4,252,6,0.92,203,4
1625,cpu_bound,12,253,25,0.06,851,16
1626,interactive,2,253,4,0.48,504,1
1627,io_bound,6,254,2,0.7,229,1
1628,io_bound,10,254,1,0.72,121,2
1629,cpu_bound,16,254,25,0.08,1231,14
1630,cpu_bound,17,255,34,0.08,787,4
1631,interactive,5,256,4,0.5,90,4
1632,io_bound,4,256,5,0.94,190,4
1633,cpu_bound,18,256,28,0.08,1424,10
1634,io_bound,8,256,3,0.84,231,3
1635,mixed,15,256,4,0.47,474,3
1636,io_bound,8,257,6,0.86,239,4
1637,interactive,3,257,1,0.83,352,2
1638,io_bound,9,257,2,0.81,112,4
1639,io_bound,2,257,2,0.76,175,2
1640,io_bound,4,258,1,0.82,43,4
1641,io_bound,5,258,9,0.84,182,1
1642,mixed,15,258,13,0.49,1004,3
1643,mixed,9,258,20,0.43,501,3
1644,io_bound,2,259,1,0.74,201,3
1645,cpu_bound,20,259,48,0.05,698,6
1646,io_bound,6,259,1,0.74,117,4
1647,io_bound,5,259,2,0.92,173,3
1648,mixed,12,259,15,0.48,213,3
1649,io_bound,2,259,6,0.94,66,3
1650,io_bound,3,260,2,0.71,190,4
1651,cpu_bound,20,261,23,0.13,577,15
1652,interactive,5,261,2,0.45,282,3
1653,interactive,3,262,7,0.61,289,3
1654,mixed,6,262,10,0.41,642,2
1655,cpu_bound,16,262,28,0.09,1197,16
1656,io_bound,3,262,9,0.88,206,3
1657,cpu_bound,20,263,38,0.15,1340,15
1658,mixed,6,263,17,0.38,328,3
1659,io_bound,1,264,3,0.88,108,4
1660,io_bound,9,265,3,0.7,250,1
1661,io_bound,3,265,2,0.78,99,1
1662,interactive,4,266,5,0.47,135,2
1663,mixed,10,266,10,0.37,128,3
1664,io_bound,10,266,3,0.82,192,2
1665,cpu_bound,15,267,34,0.16,1288,8
1666,mixed,9,267,17,0.56,561,6
1667,cpu_bound,16,267,32,0.14,1374,8
1668,interactive,4,267,3,0.57,255,1
1669,io_bound,2,268,1,0.76,55,3
1670,interactive,5,268,1,0.79,101,3
1671,mixed,11,268,19,0.57,1000,4
1672,mixed,13,268,5,0.6,991,8
1673,io_bound,1,268,4,0.83,117,1
1674,interactive,5,268,2,0.49,386,3
1675,cpu_bound,13,268,55,0.07,1095,4
1676,io_bound,4,269,9,0.8,122,3
1677,cpu_bound,10,269,54,0.12,519,14
1678,cpu_bound,17,269,17,0.12,1425,10
1679,mixed,11,270,21,0.56,967,2
1680,cpu_bound,14,270,26,0.17,1991,9
1681,mixed,8,271,6,0.51,702,2
1682,interactive,3,271,2,0.84,277,1
1683,cpu_bound,17,272,29,0.1,1020,4
1684,mixed,11,272,21,0.4,308,6
1685,interactive,3,273,5,0.69,218,4
1686,mixed,15,273,25,0.45,134,6
1687,io_bound,9,273,4,0.91,214,2
1688,mixed,7,273,11,0.45,454,6
1689,interactive,5,274,4,0.8,171,1
1690,interactive,4,274,4,0.58,176,3
1691,mixed,6,274,27,0.4,813,7
1692,mixed,13,274,25,0.41,612,7
1693,io_bound,6,275,6,0.89,203,1
1694,cpu_bound,19,275,21,0.06,1736,14
1695,cpu_bound,10,275,40,0.2,838,5
1696,cpu_bound,12,275,19,0.13,1491,15
1697,interactive,5,275,1,0.7,366,2
1698,cpu_bound,13,276,25,0.17,1262,9
1699,io_bound,1,276,7,0.93,246,1
1700,cpu_bound,19,276,21,0.18,1576,5
1701,cpu_bound,18,277,39,0.06,1913,10
1702,io_bound,1,278,7,0.94,75,4
1703,io_bound,9,278,8,0.67,254,3
1704,mixed,8,278,24,0.56,934,7
1705,mixed,13,278,12,0.57,454,7
1706,io_bound,4,279,4,0.73,242,4
1707,interactive,2,279,3,0.8,434,4
1708,cpu_bound,15,279,35,0.17,1062,15
1709,cpu_bound,12,279,34,0.08,1300,9
1710,mixed,6,280,10,0.37,1005,7
1711,mixed,5,280,17,0.32,351,5
1712,mixed,8,280,7,0.49,599,2
1713,cpu_bound,15,281,30,0.19,937,10
1714,cpu_bound,16,282,37,0.18,1936,13
1715,mixed,7,282,10,0.36,614,8
1716,io_bound,7,282,6,0.79,216,2
1717,interactive,5,282,4,0.68,372,4
1718,mixed,14,282,24,0.35,1003,6
1719,mixed,7,282,22,0.38,222,6
1720,interactive,1,282,4,0.56,210,4
1721,mixed,14,283,22,0.41,468,8
1722,mixed,8,283,17,0.45,594,3
1723,cpu_bound,19,283,34,0.11,1906,10
1724,cpu_bound,13,284,27,0.09,1953,16
1725,cpu_bound,14,284,51,0.06,1250,8
1726,io_bound,2,284,2,0.9,227,1
1727,interactive,1,284,3,0.62,120,2
1728,interactive,2,284,3,0.52,85,1
1729,cpu_bound,15,285,38,0.13,1988,8
1730,interactive,1,285,5,0.48,226,2
1731,io_bound,9,285,1,0.87,62,3
1732,io_bound,10,285,3,0.7,245,4
1733,io_bound,7,286,6,0.9,50,2
1734,io_bound,4,286,4,0.77,46,2
1735,mixed,11,286,26,0.42,488,8
1736,io_bound,8,286,5,0.84,174,2
1737,io_bound,5,286,1,0.75,146,2
1738,io_bound,2,287,6,0.8,84,2
1739,io_bound,1,287,7,0.7,178,2
1740,mixed,14,288,19,0.42,352,3
1741,cpu_bound,15,288,23,0.15,1336,13
1742,mixed,10,289,4,0.51,491,7
1743,cpu_bound,12,289,23,0.11,1336,8
1744,cpu_bound,19,290,42,0.09,1308,5
1745,io_bound,10,290,7,0.91,211,2
1746,mixed,8,290,9,0.41,816,7
1747,mixed,13,291,9,0.52,482,2
1748,io_bound,7,291,5,0.79,148,1
1749,cpu_bound,18,291,40,0.2,513,15
1750,cpu_bound,12,291,36,0.15,516,13
1751,io_bound,6,291,7,0.78,215,1
1752,cpu_bound,13,291,42,0.17,918,15
1753,io_bound,3,292,7,0.66,190,2
1754,mixed,6,292,12,0.42,742,6
1755,interactive,4,292,4,0.49,65,2
1756,cpu_bound,19,294,17,0.14,1612,12
1757,mixed,8,294,27,0.35,813,2
1758,mixed,5,294,10,0.32,621,4
1759,cpu_bound,17,294,24,0.14,1001,11
1760,cpu_bound,18,294,53,0.08,1956,15
1761,io_bound,9,296,5,0.93,142,2
1762,io_bound,2,296,6,0.75,86,3
1763,io_bound,7,296,3,0.94,186,3
1764,interactive,5,296,3,0.45,431,4
1765,mixed,13,296,14,0.49,787,6
1766,cpu_bound,11,296,40,0.13,534,13
1767,io_bound,8,297,2,0.84,157,4
1768,io_bound,7,297,8,0.77,56,3
1769,interactive,2,297,3,0.6,213,1
1770,io_bound,7,297,9,0.86,145,4
1771,io_bound,6,297,4,0.91,103,4
1772,interactive,2,297,2,0.52,217,1
1773,cpu_bound,16,298,39,0.13,880,6
1774,io_bound,10,298,5,0.8,95,3
1775,io_bound,4,298,7,0.95,65,3
1776,interactive,2,298,3,0.52,500,2
1777,io_bound,10,298,8,0.94,195,3
1778,cpu_bound,11,298,48,0.18,1750,6
1779,interactive,1,300,4,0.45,130,2
1780,mixed,7,302,24,0.36,623,7
1781,mixed,12,302,14,0.31,776,3
1782,cpu_bound,13,302,33,0.09,1608,7
1783,interactive,2,303,1,0.73,234,4
1784,cpu_bound,13,303,15,0.07,1332,9
1785,io_bound,5,303,3,0.75,137,2
1786,io_bound,10,304,8,0.84,191,3
1787,mixed,5,304,15,0.32,481,5
1788,cpu_bound,19,304,36,0.17,1239,8
1789,mixed,11,305,27,0.55,1000,4
1790,io_bound,10,305,1,0.7,75,4
1791,io_bound,7,305,1,0.78,84,4
1792,mixed,10,306,14,0.57,954,2
1793,interactive,2,306,5,0.44,458,4
1794,io_bound,6,307,1,0.93,65,4
1795,cpu_bound,10,307,27,0.17,1563,13
1796,cpu_bound,18,307,38,0.2,817,10
1797,io_bound,1,308,3,0.75,88,1
1798,cpu_bound,17,308,23,0.08,921,16
1799,mixed,13,308,16,0.32,558,6
1800,interactive,4,308,2,0.83,191,2
1801,mixed,7,308,21,0.43,875,7
1802,cpu_bound,16,309,33,0.1,902,9
1803,mixed,12,309,21,0.34,479,3
1804,io_bound,2,311,5,0.81,92,4
1805,interactive,2,312,4,0.76,390,2
1806,io_bound,8,312,1,0.92,67,1
1807,io_bound,3,313,1,0.75,209,4
1808,cpu_bound,20,313,32,0.11,1166,11
1809,io_bound,9,313,4,0.91,251,1
1810,cpu_bound,16,314,27,0.12,765,12
1811,io_bound,3,315,3,0.79,186,3
1812,interactive,5,315,3,0.41,252,1
1813,io_bound,3,316,5,0.67,43,3
1814,cpu_bound,19,316,41,0.12,1532,11
1815,mixed,10,316,18,0.6,318,4
1816,io_bound,7,317,3,0.8,230,2
1817,mixed,14,318,9,0.44,799,8
1818,io_bound,2,318,3,0.94,89,4
1819,cpu_bound,12,320,29,0.09,1996,16
1820,io_bound,5,320,8,0.91,185,2
1821,mixed,12,320,16,0.46,982,8
1822,cpu_bound,12,321,31,0.18,1775,8
1823,interactive,5,322,3,0.57,488,4
1824,mixed,14,322,13,0.56,661,4
1825,cpu_bound,12,324,22,0.15,693,15
1826,io_bound,4,324,5,0.84,95,3
1827,io_bound,3,324,5,0.71,229,3
1828,mixed,9,325,12,0.45,810,5
1829,io_bound,10,325,5,0.81,127,2
1830,mixed,7,325,8,0.4,716,6
1831,mixed,14,326,28,0.54,829,4
1832,cpu_bound,19,326,21,0.11,1403,13
1833,interactive,4,326,1,0.79,406,1
1834,io_bound,1,326,1,0.75,137,4
1835,interactive,1,328,1,0.51,286,3
1836,cpu_bound,14,328,36,0.09,681,16
1837,io_bound,1,328,3,0.78,189,4
1838,mixed,9,329,9,0.37,270,7
1839,mixed,13,329,12,0.58,363,3
1840,io_bound,9,329,8,0.68,50,3
1841,mixed,13,329,8,0.33,773,2
1842,mixed,7,330,24,0.32,467,3
1843,io_bound,7,330,3,0.94,200,1
1844,io_bound,9,330,4,0.94,221,2
1845,io_bound,9,331,1,0.73,187,1
1846,mixed,15,331,19,0.46,260,7
1847,cpu_bound,16,332,43,0.14,1005,11
1848,cpu_bound,17,332,47,0.13,565,16
1849,io_bound,1,332,9,0.92,122,2
1850,io_bound,10,333,1,0.83,232,4
1851,io_bound,7,334,2,0.91,243,1
1852,interactive,4,334,3,0.48,447,3
1853,io_bound,8,334,3,0.87,147,3
1854,cpu_bound,19,334,25,0.15,1564,6
1855,mixed,13,334,8,0.33,563,5
1856,mixed,11,334,17,0.57,1000,6
1857,cpu_bound,20,334,45,0.19,1296,10
1858,cpu_bound,12,334,13,0.16,1808,11
1859,interactive,5,335,5,0.55,425,3
1860,cpu_bound,19,335,30,0.17,756,14
1861,interactive,2,336,1,0.74,97,2
1862,interactive,2,336,3,0.8,127,2
1863,io_bound,2,337,2,0.87,112,1
1864,cpu_bound,19,337,42,0.08,927,10
1865,mixed,7,338,17,0.41,860,4
1866,cpu_bound,20,339,25,0.19,847,15
1867,cpu_bound,18,339,46,0.11,979,6
1868,interactive,3,340,3,0.76,237,3
1869,mixed,5,340,8,0.51,964,2
1870,io_bound,10,340,1,0.9,252,4
1871,cpu_bound,17,341,35,0.15,1441,5
1872,interactive,5,342,1,0.54,393,1
1873,mixed,7,342,15,0.31,687,4
1874,cpu_bound,12,343,37,0.06,1288,9
1875,cpu_bound,10,343,42,0.16,1145,7
1876,mixed,9,344,11,0.32,620,8
1877,cpu_bound,15,344,42,0.09,679,9
1878,cpu_bound,12,344,39,0.16,1738,16
1879,mixed,6,344,16,0.5,260,3
1880,cpu_bound,10,345,35,0.06,1864,8
1881,io_bound,2,346,5,0.84,107,3
1882,mixed,12,346,15,0.35,240,5
1883,mixed,6,346,13,0.47,772,7
1884,io_bound,8,347,1,0.92,205,2
1885,io_bound,9,347,6,0.67,110,1
1886,cpu_bound,20,348,45,0.11,720,14
1887,mixed,14,348,25,0.4,694,7
1888,interactive,3,350,4,0.43,189,2
1889,cpu_bound,17,350,37,0.1,1732,6
1890,mixed,6,350,23,0.45,897,6
1891,mixed,14,351,16,0.32,920,8
1892,cpu_bound,12,352,33,0.15,1126,11
1893,cpu_bound,16,353,48,0.07,1381,15
1894,cpu_bound,16,353,49,0.17,1997,16
1895,cpu_bound,10,354,46,0.19,1327,12
1896,cpu_bound,10,354,33,0.09,700,13
1897,cpu_bound,16,354,19,0.13,1232,16
1898,mixed,6,355,12,0.47,671,5
1899,mixed,14,355,11,0.54,326,6
1900,cpu_bound,16,356,45,0.06,1474,6
1901,mixed,7,356,12,0.31,652,2
1902,io_bound,4,356,1,0.78,166,2
1903,io_bound,5,357,8,0.78,219,4
1904,mixed,10,357,15,0.42,489,6
1905,io_bound,2,357,7,0.71,149,1
1906,mixed,6,357,3,0.36,938,2
1907,cpu_bound,14,357,30,0.18,1612,5
1908,mixed,14,359,14,0.45,640,2
1909,io_bound,9,359,2,0.84,153,3
1910,io_bound,5,359,2,0.9,163,1
1911,io_bound,7,361,2,0.73,217,3
1912,mixed,6,361,6,0.39,804,4
1913,io_bound,5,362,1,0.68,47,1
1914,interactive,5,362,2,0.62,311,4
1915,interactive,4,363,3,0.74,484,3
1916,cpu_bound,16,363,27,0.08,1269,12
1917,mixed,14,363,11,0.41,569,5
1918,mixed,6,363,21,0.39,550,8
1919,mixed,5,365,8,0.54,790,5
1920,io_bound,1,366,1,0.71,86,2
1921,mixed,14,366,18,0.35,708,4
1922,mixed,8,366,20,0.55,1007,4
1923,cpu_bound,15,366,26,0.09,1422,9
1924,mixed,11,367,24,0.44,377,4
1925,mixed,8,368,25,0.54,954,5
